CodCliente,Departamento,Municipio,Credito,Venta,Venta_Credito,Venta_Contado,Veces_Compra,SKUE,Desc,CATE,Veces_Compra_Desc,Veces_Compra_Cred,Veces_Compra_Cont, TicketProm ,%_Desc,%_Compra_Desc
440521,Estelí,PUEBLO NUEVO,No,258.09,0,258.09,7,10,0,5,0,0,7,36.87,0.00%,0.00%
402598,Managua,MANAGUA,No,258.01,0,258.01,11,19,0.54,10,2,0,11,23.46,0.21%,18.18%
439867,Managua,SAN RAFAEL DEL SUR,No,257.95,0,257.95,10,24,0,10,0,0,10,25.8,0.00%,0.00%
429618,Managua,MANAGUA,No,257.9,0,257.9,8,18,0,7,0,0,8,32.24,0.00%,0.00%
408233,Managua,CIUDAD SANDINO,No,257.86,0,257.86,5,14,0.4,7,1,0,5,51.57,0.16%,20.00%
442219,Managua,EL CRUCERO,No,257.85,0,257.85,10,29,0.48,10,1,0,10,25.79,0.19%,10.00%
404845,Jinotega,JINOTEGA,No,257.8,0,257.8,11,13,0,6,0,0,11,23.44,0.00%,0.00%
410678,Managua,MANAGUA,No,257.73,0,257.73,11,15,0,8,0,0,11,23.43,0.00%,0.00%
401208,Managua,MANAGUA,No,257.72,0,257.72,13,23,2.18,9,1,0,13,19.82,0.85%,7.69%
441747,Matagalpa,MUY MUY,No,257.71,0,257.71,10,23,0,9,0,0,10,25.77,0.00%,0.00%
408539,Managua,MANAGUA,No,257.64,0,257.64,12,19,0,9,0,0,12,21.47,0.00%,0.00%
442545,León,LARREYNAGA,No,257.63,0,257.63,8,21,0.3,8,2,0,8,32.2,0.12%,25.00%
436553,Chontales,EL CORAL,No,257.54,0,257.54,6,21,0,8,0,0,6,42.92,0.00%,0.00%
401445,León,LEON,No,257.53,0,257.53,13,20,0,8,0,0,13,19.81,0.00%,0.00%
436531,Atlántico Sur,NUEVA GUINEA,No,257.51,0,257.51,6,12,0.05,8,1,0,6,42.92,0.02%,16.67%
415307,Madriz,SAN LUCAS,No,257.48,0,257.48,8,22,0,8,0,0,8,32.19,0.00%,0.00%
434588,Rivas,RIVAS,No,257.45,0,257.45,7,37,0.6,13,2,0,7,36.78,0.23%,28.57%
443763,Masaya,LA CONCEPCION,No,257.42,0,257.42,12,2,0.1,2,1,0,12,21.45,0.04%,8.33%
442120,Masaya,MASAYA,No,257.38,0,257.38,11,24,0.15,12,1,0,11,23.4,0.06%,9.09%
427635,Granada,GRANADA,No,257.34,0,257.34,11,9,0,6,0,0,11,23.39,0.00%,0.00%
439057,Granada,GRANADA,No,257.26,0,257.26,12,19,0,9,0,0,12,21.44,0.00%,0.00%
418835,Madriz,YALAGUINA,No,257.23,0,257.23,10,18,0.35,9,2,0,10,25.72,0.14%,20.00%
433088,León,LEON,No,257.12,0,257.12,13,30,1.32,9,1,0,13,19.78,0.51%,7.69%
448944,Managua,MANAGUA,No,257.04,0,257.04,9,31,0.05,10,1,0,9,28.56,0.02%,11.11%
438163,Managua,VILLA EL CARMEN,No,256.94,0,256.94,6,18,0,8,0,0,6,42.82,0.00%,0.00%
416713,Managua,MANAGUA,No,256.86,0,256.86,9,7,0,7,0,0,9,28.54,0.00%,0.00%
443991,León,LEON,No,256.85,0,256.85,10,28,0,9,0,0,10,25.69,0.00%,0.00%
438128,Madriz,SOMOTO,No,256.76,0,256.76,12,23,0,10,0,0,12,21.4,0.00%,0.00%
410963,Chinandega,EL VIEJO,No,256.37,0,256.37,13,24,0,8,0,0,13,19.72,0.00%,0.00%
418856,Masaya,CATARINA,No,256.36,0,256.36,7,20,0.15,8,1,0,7,36.62,0.06%,14.29%
411315,Chinandega,CORINTO,No,256.32,0,256.32,12,25,0,9,0,0,12,21.36,0.00%,0.00%
437841,Carazo,SAN MARCOS,No,256.1,0,256.1,11,22,0.26,12,1,0,11,23.28,0.10%,9.09%
422951,Managua,TICUANTEPE,No,256.06,0,256.06,7,26,0,9,0,0,7,36.58,0.00%,0.00%
417639,Carazo,DIRIAMBA,No,255.89,0,255.89,6,2,0,2,0,0,6,42.65,0.00%,0.00%
432260,Granada,GRANADA,No,255.84,0,255.84,10,16,0,7,0,0,10,25.58,0.00%,0.00%
405954,Managua,MANAGUA,No,255.69,0,255.69,11,14,0.26,10,2,0,11,23.24,0.10%,18.18%
405813,Managua,MANAGUA,No,255.65,0,255.65,5,2,0,1,0,0,5,51.13,0.00%,0.00%
404940,Madriz,PALACAGUINA,No,255.62,0,255.62,11,6,0,3,0,0,11,23.24,0.00%,0.00%
445385,Chinandega,CHINANDEGA,No,255.6,0,255.6,11,41,0.51,11,2,0,11,23.24,0.20%,18.18%
447109,León,LEON,No,255.6,0,255.6,9,17,0,8,0,0,9,28.4,0.00%,0.00%
437666,Madriz,SOMOTO,No,255.48,0,255.48,4,15,0,7,0,0,4,63.87,0.00%,0.00%
445031,Granada,GRANADA,No,255.44,0,255.44,12,4,0,2,0,0,12,21.29,0.00%,0.00%
410601,Managua,MANAGUA,No,255.42,0,255.42,10,19,0,12,0,0,10,25.54,0.00%,0.00%
417128,Matagalpa,MATAGALPA,No,255.41,0,255.41,8,20,0,6,0,0,8,31.93,0.00%,0.00%
431631,Managua,MANAGUA,No,255.41,0,255.41,13,23,0.3,11,1,0,13,19.65,0.12%,7.69%
436733,Chontales,ACOYAPA,No,255.32,0,255.32,5,15,0,7,0,0,5,51.06,0.00%,0.00%
401641,Managua,MANAGUA,No,255.1,0,255.1,9,16,0,7,0,0,9,28.34,0.00%,0.00%
416167,León,LEON,No,255.07,0,255.07,12,13,0,8,0,0,12,21.26,0.00%,0.00%
428633,Managua,MANAGUA,No,255.05,0,255.05,8,23,0,10,0,0,8,31.88,0.00%,0.00%
416854,Masaya,MASAYA,No,255.04,0,255.04,8,14,0,7,0,0,8,31.88,0.00%,0.00%
444514,Managua,MANAGUA,No,255,0,255,17,28,1.3,11,4,0,17,15,0.51%,23.53%
436669,Chontales,SAN PEDRO DE LOVAGO,No,254.91,0,254.91,5,22,0,11,0,0,5,50.98,0.00%,0.00%
445046,Carazo,JINOTEPE,No,254.89,0,254.89,8,26,0.26,11,2,0,8,31.86,0.10%,25.00%
436739,Chontales,SANTO DOMINGO,No,254.88,0,254.88,6,26,0,8,0,0,6,42.48,0.00%,0.00%
433523,Estelí,PUEBLO NUEVO,No,254.8,0,254.8,8,22,0.79,6,2,0,8,31.85,0.31%,25.00%
409152,Managua,MANAGUA,No,254.73,0,254.73,10,12,0,8,0,0,10,25.47,0.00%,0.00%
405545,Nueva Segovia,OCOTAL,No,254.59,0,254.59,13,23,0,10,0,0,13,19.58,0.00%,0.00%
428604,Managua,MANAGUA,No,254.59,0,254.59,11,19,0.16,8,1,0,11,23.14,0.06%,9.09%
434030,Chontales,JUIGALPA,No,254.53,0,254.53,5,19,0,9,0,0,5,50.91,0.00%,0.00%
428632,Managua,MANAGUA,No,254.52,0,254.52,10,12,0,8,0,0,10,25.45,0.00%,0.00%
411539,León,LEON,No,254.47,0,254.47,10,20,0,8,0,0,10,25.45,0.00%,0.00%
409711,Nueva Segovia,OCOTAL,No,254.34,0,254.34,9,16,0,8,0,0,9,28.26,0.00%,0.00%
447605,Matagalpa,MATAGALPA,No,254.19,0,254.19,7,22,0.15,9,1,0,7,36.31,0.06%,14.29%
430055,Rivas,BELEN,No,254.05,0,254.05,11,17,0,8,0,0,11,23.1,0.00%,0.00%
429058,Carazo,DIRIAMBA,No,254.01,0,254.01,5,7,0,4,0,0,5,50.8,0.00%,0.00%
401957,León,SOMOTILLO,No,253.9,0,253.9,11,9,0.1,6,1,0,11,23.08,0.04%,9.09%
428314,Managua,MANAGUA,No,253.84,0,253.84,11,16,0.07,7,1,0,11,23.08,0.03%,9.09%
428489,Managua,MANAGUA,No,253.75,0,253.75,12,17,3.83,6,3,0,12,21.15,1.51%,25.00%
449104,Managua,MANAGUA,No,253.72,0,253.72,8,13,0,9,0,0,8,31.72,0.00%,0.00%
416853,Masaya,MASAYA,No,253.61,0,253.61,10,24,0,9,0,0,10,25.36,0.00%,0.00%
442863,Carazo,JINOTEPE,No,253.6,0,253.6,9,22,0,8,0,0,9,28.18,0.00%,0.00%
444440,Managua,MANAGUA,No,253.55,0,253.55,8,35,0,11,0,0,8,31.69,0.00%,0.00%
449842,Matagalpa,MUY MUY,No,253.52,0,253.52,6,43,0,10,0,0,6,42.25,0.00%,0.00%
439428,Managua,MANAGUA,No,253.48,0,253.48,11,32,0,9,0,0,11,23.04,0.00%,0.00%
426657,Managua,VILLA EL CARMEN,No,253.34,0,253.34,12,24,0.07,13,1,0,12,21.11,0.03%,8.33%
445141,Estelí,ESTELI,No,253.29,0,253.29,10,28,0,10,0,0,10,25.33,0.00%,0.00%
400905,León,EL SAUCE,No,253.25,0,253.25,8,17,0,7,0,0,8,31.66,0.00%,0.00%
420067,Managua,MANAGUA,No,253.24,0,253.24,10,15,0.2,10,1,0,10,25.32,0.08%,10.00%
433883,Chontales,JUIGALPA,No,253.23,0,253.23,11,11,0,4,0,0,11,23.02,0.00%,0.00%
411627,León,LEON,No,253.19,0,253.19,11,8,0.3,4,1,0,11,23.02,0.12%,9.09%
442955,Managua,MANAGUA,No,253.17,0,253.17,6,6,4.98,4,1,0,6,42.2,1.97%,16.67%
438612,León,EL SAUCE,No,253.12,0,253.12,12,30,1.03,10,2,0,12,21.09,0.41%,16.67%
443373,León,LEON,No,253.08,0,253.08,10,13,0,7,0,0,10,25.31,0.00%,0.00%
440099,Matagalpa,MATAGALPA,No,253.07,0,253.07,11,26,0.26,11,1,0,11,23.01,0.10%,9.09%
431411,Managua,MANAGUA,No,252.98,0,252.98,12,26,0,9,0,0,12,21.08,0.00%,0.00%
424332,Carazo,JINOTEPE,No,252.88,0,252.88,9,24,0,10,0,0,9,28.1,0.00%,0.00%
411153,Chinandega,CHINANDEGA,No,252.75,0,252.75,13,25,0.15,12,1,0,13,19.44,0.06%,7.69%
409776,Granada,GRANADA,No,252.71,0,252.71,8,27,0.45,11,2,0,8,31.59,0.18%,25.00%
432385,León,LARREYNAGA,No,252.65,0,252.65,10,17,0.2,9,1,0,10,25.27,0.08%,10.00%
414577,Carazo,JINOTEPE,No,252.63,0,252.63,11,18,0,9,0,0,11,22.97,0.00%,0.00%
410876,Chinandega,CHINANDEGA,No,252.61,0,252.61,13,9,0,6,0,0,13,19.43,0.00%,0.00%
429733,Managua,MANAGUA,No,252.6,0,252.6,8,14,0,9,0,0,8,31.58,0.00%,0.00%
400917,Managua,MANAGUA,No,252.5,0,252.5,11,20,1.56,10,2,0,11,22.95,0.62%,18.18%
413700,Matagalpa,MATAGALPA,No,252.39,0,252.39,8,22,0,11,0,0,8,31.55,0.00%,0.00%
402083,Managua,MANAGUA,No,252.38,0,252.38,10,22,0.16,9,1,0,10,25.24,0.06%,10.00%
440142,Masaya,MASAYA,No,252.38,0,252.38,11,15,0,8,0,0,11,22.94,0.00%,0.00%
435640,Chinandega,SOMOTILLO,No,252.34,0,252.34,7,22,0.35,10,1,0,7,36.05,0.14%,14.29%
404739,Estelí,CONDEGA,No,252.32,0,252.32,9,25,0,10,0,0,9,28.04,0.00%,0.00%
407072,Chinandega,EL VIEJO,No,252.17,0,252.17,12,3,0,2,0,0,12,21.01,0.00%,0.00%
443788,Masaya,MASAYA,No,252.15,0,252.15,13,17,0.15,10,1,0,13,19.4,0.06%,7.69%
401415,León,NAGAROTE,No,252.12,0,252.12,10,23,0,10,0,0,10,25.21,0.00%,0.00%
449013,Managua,CIUDAD SANDINO,No,252.1,0,252.1,4,6,0,2,0,0,4,63.03,0.00%,0.00%
444374,Chinandega,CHINANDEGA,No,252.08,0,252.08,10,41,1.76,9,4,0,10,25.21,0.70%,40.00%
432875,Managua,MANAGUA,No,251.97,0,251.97,10,23,0,10,0,0,10,25.2,0.00%,0.00%
437284,Managua,MANAGUA,No,251.97,0,251.97,7,16,0,9,0,0,7,36,0.00%,0.00%
440208,Managua,MANAGUA,No,251.93,0,251.93,12,25,0.07,11,1,0,12,20.99,0.03%,8.33%
442652,Managua,MANAGUA,No,251.93,0,251.93,10,23,0,9,0,0,10,25.19,0.00%,0.00%
409486,Managua,MANAGUA,No,251.92,0,251.92,11,24,0,9,0,0,11,22.9,0.00%,0.00%
414019,Chinandega,CHICHIGALPA,No,251.91,0,251.91,8,16,0,6,0,0,8,31.49,0.00%,0.00%
436938,Atlántico Sur,EL RAMA,No,251.87,0,251.87,6,19,0,6,0,0,6,41.98,0.00%,0.00%
445102,Managua,MANAGUA,No,251.68,0,251.68,5,3,0,2,0,0,5,50.34,0.00%,0.00%
435203,Matagalpa,MUY MUY,No,251.66,0,251.66,12,23,0,6,0,0,12,20.97,0.00%,0.00%
449602,Rivas,RIVAS,No,251.62,0,251.62,12,22,0.2,10,1,0,12,20.97,0.08%,8.33%
405266,Jinotega,JINOTEGA,No,251.41,0,251.41,10,19,0,10,0,0,10,25.14,0.00%,0.00%
420797,Managua,MANAGUA,No,251.4,0,251.4,11,17,0,9,0,0,11,22.85,0.00%,0.00%
431696,Managua,MANAGUA,No,251.39,0,251.39,8,24,0.42,12,2,0,8,31.42,0.17%,25.00%
442798,Managua,MANAGUA,No,251.39,0,251.39,10,19,0,11,0,0,10,25.14,0.00%,0.00%
400473,León,EL SAUCE,No,251.35,0,251.35,9,8,0,4,0,0,9,27.93,0.00%,0.00%
430722,Rivas,POTOSI,No,251.26,0,251.26,10,14,0,7,0,0,10,25.13,0.00%,0.00%
419914,Matagalpa,MATAGALPA,No,250.93,0,250.93,6,16,0,7,0,0,6,41.82,0.00%,0.00%
401007,Masaya,NIQUINOHOMO,No,250.92,0,250.92,9,13,0,6,0,0,9,27.88,0.00%,0.00%
407039,Managua,MANAGUA,No,250.77,0,250.77,9,5,0,3,0,0,9,27.86,0.00%,0.00%
440113,Rivas,BELEN,No,250.73,0,250.73,10,14,0,8,0,0,10,25.07,0.00%,0.00%
427564,León,LA PAZ CENTRO,No,250.68,0,250.68,11,23,0.05,10,1,0,11,22.79,0.02%,9.09%
445088,Managua,TIPITAPA,No,250.65,0,250.65,9,21,0.15,8,1,0,9,27.85,0.06%,11.11%
417787,Carazo,SAN MARCOS,No,250.64,0,250.64,5,20,0.15,9,1,0,5,50.13,0.06%,20.00%
440968,Managua,MANAGUA,No,250.61,0,250.61,11,31,0.58,10,3,0,11,22.78,0.23%,27.27%
401439,Carazo,JINOTEPE,No,250.42,0,250.42,10,28,1.1,10,2,0,10,25.04,0.44%,20.00%
440426,Managua,CIUDAD SANDINO,No,250.31,0,250.31,12,37,0.74,12,3,0,12,20.86,0.30%,25.00%
421097,Matagalpa,MATAGALPA,No,250.27,0,250.27,9,18,0,6,0,0,9,27.81,0.00%,0.00%
404238,Managua,MANAGUA,No,250.26,0,250.26,10,16,0,8,0,0,10,25.03,0.00%,0.00%
449937,León,LEON,No,250.2,0,250.2,9,25,0.1,10,1,0,9,27.8,0.04%,11.11%
421932,Managua,SAN RAFAEL DEL SUR,No,249.94,0,249.94,13,14,0,6,0,0,13,19.23,0.00%,0.00%
422057,Madriz,SOMOTO,No,249.94,0,249.94,11,31,0.62,13,3,0,11,22.72,0.25%,27.27%
441868,León,LA PAZ CENTRO,No,249.8,0,249.8,13,26,0.2,10,1,0,13,19.22,0.08%,7.69%
444276,Masaya,MASAYA,No,249.8,0,249.8,11,31,3.45,11,3,0,11,22.71,1.38%,27.27%
415587,Managua,CIUDAD SANDINO,No,249.75,0,249.75,11,20,0.4,10,2,0,11,22.7,0.16%,18.18%
403587,Managua,MANAGUA,No,249.72,0,249.72,9,38,0.23,11,2,0,9,27.75,0.09%,22.22%
418833,Madriz,YALAGUINA,No,249.72,0,249.72,11,27,0.48,9,3,0,11,22.7,0.19%,27.27%
411240,Masaya,NINDIRI,No,249.71,0,249.71,12,17,0,8,0,0,12,20.81,0.00%,0.00%
413611,Managua,MANAGUA,No,249.66,0,249.66,11,14,0,6,0,0,11,22.7,0.00%,0.00%
449996,Masaya,NINDIRI,No,249.65,0,249.65,11,8,0,6,0,0,11,22.7,0.00%,0.00%
446546,Rivas,POTOSI,Si,249.57,61.16,188.41,10,18,0.3,8,1,2,8,24.96,0.12%,10.00%
407642,Chinandega,CHINANDEGA,No,249.51,0,249.51,10,20,0.7,6,1,0,10,24.95,0.28%,10.00%
442464,Chinandega,CHICHIGALPA,No,249.44,0,249.44,12,30,0.03,8,1,0,12,20.79,0.01%,8.33%
441093,Managua,MATEARE,No,249.43,0,249.43,8,12,0,5,0,0,8,31.18,0.00%,0.00%
444486,Rivas,RIVAS,No,249.3,0,249.3,9,26,0,10,0,0,9,27.7,0.00%,0.00%
408318,Managua,MANAGUA,No,249.05,0,249.05,12,20,0.14,12,1,0,12,20.75,0.06%,8.33%
408693,Managua,MANAGUA,No,248.97,0,248.97,10,31,0.75,11,2,0,10,24.9,0.30%,20.00%
410123,Managua,MANAGUA,No,248.97,0,248.97,13,19,0,9,0,0,13,19.15,0.00%,0.00%
421249,Managua,MANAGUA,No,248.92,0,248.92,12,15,0.37,9,1,0,12,20.74,0.15%,8.33%
413959,Chinandega,EL VIEJO,No,248.91,0,248.91,12,21,0.1,9,1,0,12,20.74,0.04%,8.33%
406720,Granada,GRANADA,No,248.9,0,248.9,12,16,0,10,0,0,12,20.74,0.00%,0.00%
437564,Chontales,SANTO DOMINGO,No,248.9,0,248.9,8,5,0,4,0,0,8,31.11,0.00%,0.00%
448980,León,LEON,No,248.86,0,248.86,12,33,0.1,11,1,0,12,20.74,0.04%,8.33%
430992,Matagalpa,SEBACO,No,248.85,0,248.85,9,24,0.2,10,1,0,9,27.65,0.08%,11.11%
440054,Managua,MANAGUA,No,248.84,0,248.84,12,31,0.19,10,1,0,12,20.74,0.08%,8.33%
409645,Madriz,SOMOTO,No,248.78,0,248.78,8,20,0,7,0,0,8,31.1,0.00%,0.00%
443502,Managua,MANAGUA,No,248.78,0,248.78,11,16,0,6,0,0,11,22.62,0.00%,0.00%
431657,Matagalpa,SAN ISIDRO,No,248.49,0,248.49,12,44,0.65,10,2,0,12,20.71,0.26%,16.67%
444706,Managua,MANAGUA,No,248.48,0,248.48,10,24,0,10,0,0,10,24.85,0.00%,0.00%
438431,Managua,MANAGUA,No,248.25,0,248.25,8,30,0.49,9,2,0,8,31.03,0.20%,25.00%
409699,León,LA PAZ CENTRO,No,248.2,0,248.2,12,17,0,6,0,0,12,20.68,0.00%,0.00%
424522,Managua,MANAGUA,No,248.07,0,248.07,5,7,0,3,0,0,5,49.61,0.00%,0.00%
422933,Managua,MANAGUA,No,247.96,0,247.96,13,19,0.27,10,2,0,13,19.07,0.11%,15.38%
450207,Managua,MANAGUA,No,247.81,0,247.81,5,22,0.35,10,1,0,5,49.56,0.14%,20.00%
438937,Managua,MANAGUA,No,247.75,0,247.75,9,23,0.61,8,3,0,9,27.53,0.25%,33.33%
435398,Matagalpa,MATIGUAS,No,247.72,0,247.72,11,25,0,6,0,0,11,22.52,0.00%,0.00%
408962,Managua,MANAGUA,No,247.53,0,247.53,12,17,0.16,8,1,0,12,20.63,0.06%,8.33%
405331,Matagalpa,MATAGALPA,No,247.48,0,247.48,6,15,0,8,0,0,6,41.25,0.00%,0.00%
442581,Chinandega,CHINANDEGA,No,247.33,0,247.33,9,23,0.2,8,1,0,9,27.48,0.08%,11.11%
413677,Matagalpa,CIUDAD DARIO,No,247.29,0,247.29,9,20,0,8,0,0,9,27.48,0.00%,0.00%
414635,Granada,GRANADA,No,247.27,0,247.27,10,22,0.2,8,1,0,10,24.73,0.08%,10.00%
437519,Atlántico Sur,MUELLE DE LOS BUEYES,No,247.26,0,247.26,6,8,0,6,0,0,6,41.21,0.00%,0.00%
443996,Chinandega,POSOLTEGA,No,247.22,0,247.22,12,28,0.59,12,2,0,12,20.6,0.24%,16.67%
442857,Masaya,MASAYA,No,247.21,0,247.21,9,19,0.2,9,1,0,9,27.47,0.08%,11.11%
444830,Chinandega,PUERTO MORAZAN,No,247.02,0,247.02,12,18,0.36,8,1,0,12,20.59,0.15%,8.33%
450234,Jinotega,JINOTEGA,No,246.99,0,246.99,2,19,0,5,0,0,2,123.5,0.00%,0.00%
432073,Managua,SAN RAFAEL DEL SUR,No,246.98,0,246.98,12,6,0,4,0,0,12,20.58,0.00%,0.00%
410257,Managua,TIPITAPA,No,246.97,0,246.97,11,20,0.15,9,1,0,11,22.45,0.06%,9.09%
438170,Managua,VILLA EL CARMEN,No,246.88,0,246.88,11,31,0,11,0,0,11,22.44,0.00%,0.00%
431406,Managua,MANAGUA,No,246.82,0,246.82,12,23,0,11,0,0,12,20.57,0.00%,0.00%
400916,Managua,TIPITAPA,No,246.8,0,246.8,9,19,0.39,10,1,0,9,27.42,0.16%,11.11%
443952,Managua,MANAGUA,No,246.6,0,246.6,8,21,0,10,0,0,8,30.83,0.00%,0.00%
444223,Chinandega,CHINANDEGA,No,246.57,0,246.57,7,16,0,6,0,0,7,35.22,0.00%,0.00%
406007,Estelí,ESTELI,No,246.47,0,246.47,9,21,0,9,0,0,9,27.39,0.00%,0.00%
422821,Managua,MANAGUA,No,246.46,0,246.46,8,22,0,8,0,0,8,30.81,0.00%,0.00%
436290,Boaco,SAN JOSE DE LOS REMATES,No,246.35,0,246.35,4,21,0.39,9,1,0,4,61.59,0.16%,25.00%
400752,Managua,MANAGUA,No,246.24,0,246.24,13,23,0,10,0,0,13,18.94,0.00%,0.00%
423534,Managua,MANAGUA,No,246.24,0,246.24,12,14,0,9,0,0,12,20.52,0.00%,0.00%
410779,Managua,MANAGUA,No,246.22,0,246.22,10,20,0,8,0,0,10,24.62,0.00%,0.00%
441109,León,LEON,No,246.2,0,246.2,11,28,0.55,12,2,0,11,22.38,0.22%,18.18%
405074,Managua,MANAGUA,No,246.18,0,246.18,10,22,0,11,0,0,10,24.62,0.00%,0.00%
401071,Managua,TIPITAPA,No,246,0,246,9,21,0.95,9,1,0,9,27.33,0.39%,11.11%
414057,Chinandega,CHINANDEGA,No,246,0,246,10,32,0.9,12,2,0,10,24.6,0.37%,20.00%
431572,Chinandega,CHINANDEGA,No,245.98,0,245.98,13,19,0,7,0,0,13,18.92,0.00%,0.00%
428096,Managua,VILLA EL CARMEN,No,245.89,0,245.89,13,12,0,7,0,0,13,18.91,0.00%,0.00%
413969,Chinandega,EL VIEJO,No,245.86,0,245.86,12,29,0.1,11,1,0,12,20.49,0.04%,8.33%
428818,Masaya,MASAYA,No,245.8,0,245.8,9,12,0,6,0,0,9,27.31,0.00%,0.00%
437725,Chontales,JUIGALPA,No,245.75,0,245.75,5,14,0.76,7,2,0,5,49.15,0.31%,40.00%
401441,León,LARREYNAGA,No,245.65,0,245.65,7,28,0.1,9,1,0,7,35.09,0.04%,14.29%
416047,Chinandega,CHINANDEGA,No,245.57,0,245.57,9,16,0,6,0,0,9,27.29,0.00%,0.00%
437902,Madriz,TELPANECA,No,245.57,0,245.57,9,19,0.55,8,2,0,9,27.29,0.22%,22.22%
419796,León,LEON,No,245.53,0,245.53,11,20,0,7,0,0,11,22.32,0.00%,0.00%
436124,Madriz,SAN JUAN DEL RIO COCO,No,245.42,0,245.42,8,21,0.1,10,1,0,8,30.68,0.04%,12.50%
418650,León,NAGAROTE,No,245.41,0,245.41,13,18,0,4,0,0,13,18.88,0.00%,0.00%
434019,Chontales,JUIGALPA,No,245.38,0,245.38,10,23,0.75,10,1,0,10,24.54,0.31%,10.00%
433480,Matagalpa,MUY MUY,No,245.28,0,245.28,12,29,0.15,11,1,0,12,20.44,0.06%,8.33%
444097,Masaya,NIQUINOHOMO,No,245.28,0,245.28,6,20,0.6,8,2,0,6,40.88,0.24%,33.33%
404220,Managua,MANAGUA,No,245.2,0,245.2,13,22,0,9,0,0,13,18.86,0.00%,0.00%
436884,Atlántico Sur,EL RAMA,No,245.16,0,245.16,4,6,0,4,0,0,4,61.29,0.00%,0.00%
440230,Nueva Segovia,EL JICARO,No,245.16,0,245.16,10,24,0,8,0,0,10,24.52,0.00%,0.00%
404818,Madriz,SOMOTO,No,245.02,0,245.02,8,22,0,11,0,0,8,30.63,0.00%,0.00%
421613,Managua,MANAGUA,No,245,0,245,12,21,0,5,0,0,12,20.42,0.00%,0.00%
440923,Chinandega,CHINANDEGA,No,244.99,0,244.99,10,14,0,8,0,0,10,24.5,0.00%,0.00%
441115,León,LEON,No,244.98,0,244.98,9,14,0.45,7,1,0,9,27.22,0.18%,11.11%
411094,Chinandega,CHICHIGALPA,No,244.9,0,244.9,6,25,0,10,0,0,6,40.82,0.00%,0.00%
431940,Managua,MANAGUA,No,244.89,0,244.89,4,3,0,3,0,0,4,61.22,0.00%,0.00%
423104,Managua,TIPITAPA,No,244.81,0,244.81,13,23,0,9,0,0,13,18.83,0.00%,0.00%
444760,León,LEON,No,244.65,0,244.65,12,16,0,7,0,0,12,20.39,0.00%,0.00%
405957,Managua,MANAGUA,No,244.59,0,244.59,12,30,0.53,9,3,0,12,20.38,0.22%,25.00%
432438,Managua,MANAGUA,No,244.57,0,244.57,11,23,0.35,11,1,0,11,22.23,0.14%,9.09%
407269,León,LEON,No,244.42,0,244.42,12,8,0,6,0,0,12,20.37,0.00%,0.00%
449332,Managua,MANAGUA,No,244.32,0,244.32,8,13,0.6,6,1,0,8,30.54,0.25%,12.50%
440178,Jinotega,JINOTEGA,No,244.23,0,244.23,8,24,0,8,0,0,8,30.53,0.00%,0.00%
411615,León,EL SAUCE,No,244.18,0,244.18,12,15,0.2,12,2,0,12,20.35,0.08%,16.67%
408514,Managua,Managua,No,244.13,0,244.13,8,7,0,7,0,0,8,30.52,0.00%,0.00%
436306,Boaco,SAN JOSE DE LOS REMATES,No,244.12,0,244.12,7,14,0,5,0,0,7,34.87,0.00%,0.00%
442558,Managua,CIUDAD SANDINO,No,244.06,0,244.06,12,31,1.2,12,3,0,12,20.34,0.49%,25.00%
436964,Managua,MANAGUA,No,244.02,0,244.02,13,16,0,9,0,0,13,18.77,0.00%,0.00%
441467,Managua,MANAGUA,No,244.02,0,244.02,12,11,0,6,0,0,12,20.34,0.00%,0.00%
403492,Managua,MANAGUA,No,243.94,0,243.94,8,31,0.4,9,1,0,8,30.49,0.16%,12.50%
443060,Rivas,BELEN,No,243.93,0,243.93,12,27,0,9,0,0,12,20.33,0.00%,0.00%
432601,Managua,MANAGUA,No,243.9,0,243.9,19,16,0,9,0,0,19,12.84,0.00%,0.00%
444612,Managua,SAN RAFAEL DEL SUR,No,243.84,0,243.84,10,31,0,8,0,0,10,24.38,0.00%,0.00%
405906,Managua,MANAGUA,No,243.83,0,243.83,10,19,0.2,8,1,0,10,24.38,0.08%,10.00%
441256,Managua,MANAGUA,No,243.82,0,243.82,11,12,0.1,10,1,0,11,22.17,0.04%,9.09%
449654,Managua,MANAGUA,No,243.75,0,243.75,9,15,0,8,0,0,9,27.08,0.00%,0.00%
407926,Managua,MANAGUA,No,243.72,0,243.72,11,18,0,8,0,0,11,22.16,0.00%,0.00%
430117,Managua,MANAGUA,No,243.7,0,243.7,2,22,2.17,7,1,0,2,121.85,0.89%,50.00%
412793,Rivas,BUENOS AIRES,No,243.52,0,243.52,11,20,0,8,0,0,11,22.14,0.00%,0.00%
421569,Matagalpa,SAN ISIDRO,No,243.5,0,243.5,10,11,0.93,5,1,0,10,24.35,0.38%,10.00%
429555,Managua,MANAGUA,No,243.43,0,243.43,11,23,0.16,4,1,0,11,22.13,0.07%,9.09%
402949,Managua,MANAGUA,No,243.42,0,243.42,12,21,0.35,10,1,0,12,20.29,0.14%,8.33%
441792,Managua, VILLA EL CARMEN,No,243.28,0,243.28,7,21,0,8,0,0,7,34.75,0.00%,0.00%
419258,Managua,MANAGUA,No,243.13,0,243.13,12,9,0,6,0,0,12,20.26,0.00%,0.00%
